id,name,email,gender,signup_date,last_login_date,last_login_time,point
662,Jarid Quipp,jquippid@myspace.com,남,8/4/2019,3/14/2020,8:44 AM,947362.74
105,Briano Lasseter,blasseter2w@histats.com,남,8/30/2019,5/11/2020,4:20 AM,945472.11
146,Ross Dugget,rdugget41@intel.com,남,9/29/2019,3/20/2020,7:15 AM,945120.75
218,Rudiger Commucci,rcommucci61@ehow.com,남,11/13/2019,4/20/2020,5:40 PM,943379.66
407,Florian Augur,faugurba@dailymail.co.uk,남,8/11/2019,3/15/2020,1:08 AM,942575.59
547,Walt Jobbins,wjobbinsf6@wikipedia.org,남,12/9/2019,3/9/2020,4:18 AM,941901.33
625,Dore Spyer,dspyerhc@newyorker.com,여,8/1/2019,4/9/2020,12:55 AM,941825.79
799,Serge Pattlel,spattlelm6@etsy.com,남,10/28/2019,5/6/2020,10:13 PM,940182.33
580,Joni Gerriet,jgerrietg3@homestead.com,여,9/20/2019,3/31/2020,7:28 PM,938397.35
125,Selma Itzig,sitzig3g@quantcast.com,여,11/11/2019,3/25/2020,3:33 PM,934137.02
768,Pierre MacNess,pmacnesslb@com.com,남,11/17/2019,4/7/2020,11:33 AM,929554.69
71,Christie Aggett,caggett1y@bbb.org,남,7/16/2019,4/16/2020,8:41 PM,929371.97
490,Maire Keddie,mkeddiedl@cnn.com,여,6/2/2019,4/18/2020,1:19 AM,926764.59
568,Jo Facey,jfaceyfr@miitbeian.gov.cn,여,7/10/2019,2/22/2020,6:24 AM,925916.29
405,Rosemary McClifferty,rmccliffertyb8@youtu.be,여,8/9/2019,5/13/2020,4:12 PM,924231.29
37,Hymie Hairsnape,hhairsnape10@google.pl,남,7/20/2019,4/15/2020,8:22 AM,922158.37
694,Jacquie Laudham,jlaudhamj9@cargocollective.com,여,6/2/2019,1/14/2020,3:25 PM,922099.77
876,Kim Fairfoull,kfairfoullob@gov.uk,여,8/27/2019,2/24/2020,6:53 AM,922051.58
681,Geri Jolland,gjollandiw@sakura.ne.jp,여,12/14/2019,1/7/2020,4:28 PM,920897.42
667,Maximilianus Pauleau,mpauleauii@ovh.net,남,11/15/2019,2/25/2020,11:13 PM,920630.84
963,Ulises Lismer,ulismerqq@slate.com,남,6/20/2019,2/3/2020,8:56 AM,919407.15
92,Ephrayim Simpkiss,esimpkiss2j@china.com.cn,남,8/8/2019,1/6/2020,2:03 PM,918480.06
192,Roosevelt Huck,rhuck5b@ning.com,남,12/1/2019,4/23/2020,7:56 AM,916392.53
791,Glennie Heatly,gheatlyly@comsenz.com,여,9/20/2019,2/24/2020,11:36 AM,915254.59
396,Basil Dand,bdandaz@reuters.com,남,12/28/2019,1/6/2020,12:41 AM,914166.32
780,Josselyn Rycroft,jrycroftln@usda.gov,여,8/17/2019,2/19/2020,4:10 PM,913694.17
614,Oswell Burkinshaw,oburkinshawh1@apache.org,남,11/1/2019,4/24/2020,7:41 PM,913201.06
162,Nani Seeks,nseeks4h@parallels.com,여,9/23/2019,1/2/2020,12:20 AM,911122.42
918,Sharia Hambrick,shambrickph@miitbeian.gov.cn,여,10/24/2019,2/27/2020,6:44 PM,909887.61
329,Karin De Hooge,kdehooge94@arizona.edu,여,11/14/2019,4/23/2020,9:17 AM,909722.46
758,Krissy Cathee,kcatheel1@wordpress.com,여,5/27/2019,2/16/2020,6:44 AM,909606.35
25,Markos Kelle,mkelleo@freewebs.com,남,10/12/2019,3/3/2020,1:01 PM,909323.19
190,Britt Harfleet,bharfleet59@baidu.com,남,9/14/2019,1/30/2020,1:37 AM,908223.66
434,Kylila Newark,knewarkc1@wikipedia.org,여,6/4/2019,2/4/2020,10:02 AM,907820.22
347,Kyle Maureen,kmaureen9m@jiathis.com,남,10/28/2019,3/3/2020,1:03 AM,907494.13
765,Haze Scotfurth,hscotfurthl8@merriam-webster.com,남,9/22/2019,4/26/2020,1:09 PM,906807.62
767,Fabien Garioch,fgariochla@tuttocitta.it,남,9/12/2019,4/26/2020,7:47 AM,906281.32
973,Elisa Milleton,emilletonr0@globo.com,여,8/8/2019,2/1/2020,6:48 AM,906184.32
930,Minta Fuentez,mfuentezpt@ucsd.edu,여,11/18/2019,4/27/2020,9:36 PM,905438.97
856,Alberto Bartlomiejczyk,abartlomiejczyknr@gov.uk,남,7/24/2019,2/20/2020,12:04 PM,904135.55
124,Valentine Ricciardello,vricciardello3f@simplemachines.org,여,10/2/2019,4/23/2020,11:51 AM,901283.54
